Date,Regime,Trend,Vol,Portfolio_Total_Value,Portfolio_Day_Change_Pct,Portfolio_Overall_Return,Portfolio_PL_Percent,Baseline_QQQ_Value,Baseline_QQQ_Return_Pct,Cash,BuyHold_QQQ_Value,QQQ_Qty,QQQ_Value,TMF_Qty,TMF_Value,TMV_Qty,TMV_Value,TQQQ_Qty,TQQQ_Value,Ind_Bond_SMA_fast,Ind_Bond_SMA_slow,Ind_SMA_fast,Ind_SMA_slow,Ind_T_norm,Ind_vol_crush,Ind_z_score
2011-01-12,Cell_3,Sideways,Low,14693.80,0.5566,46.9380,46.9380,12183.33,21.8333,46.91,12183.33,198,11197.89,0,0.00,0,0.00,8003,3449.00,92.648250,97.479567,54.153550,49.505728,-0.002056,0.000000,-1.401799
2011-01-13,Cell_3,Sideways,Low,14778.00,0.5731,47.7800,47.7800,12187.63,21.8763,46.91,12187.63,198,11201.85,0,0.00,0,0.00,8003,3529.24,92.606750,97.295067,54.281675,49.586478,0.030519,0.000000,-1.398287
2011-01-14,Cell_1,BullStrong,Low,14732.38,-0.3087,47.3238,47.3238,12279.19,22.7919,0.35,12279.19,105,11286.00,0,0.00,0,0.00,19835,3529.24,92.512500,97.058650,54.416675,49.671406,0.077529,0.000000,-1.411677
2011-01-18,Cell_1,BullStrong,Low,14519.83,-1.4428,45.1983,45.1983,12313.66,23.1366,0.35,12313.66,105,6001.80,0,0.00,0,0.00,19835,8517.68,92.512500,97.058650,54.534925,49.769906,0.115027,0.000000,-1.441303
2011-01-19,Cell_1,BullStrong,Low,14257.89,-1.8040,42.5789,42.5789,12173.63,21.7363,0.35,12173.63,105,5933.55,0,0.00,0,0.00,19835,8324.00,92.458500,96.833483,54.635925,49.868478,0.089886,0.000000,-1.269307
2011-01-20,Cell_3,Sideways,Low,14007.89,-1.7535,40.0789,40.0789,12087.46,20.8746,13.64,12087.46,200,11222.00,0,0.00,0,0.00,6762,2772.24,92.391750,96.588317,54.715925,49.965049,0.029012,0.000000,-1.204276
2011-01-21,Cell_3,Sideways,Low,13921.89,-0.6139,39.2189,39.2189,11994.83,19.9483,13.64,11994.83,200,11136.00,0,0.00,0,0.00,6762,2772.24,92.420750,96.370150,54.806175,50.059406,-0.060615,0.000000,-1.163408
2011-01-24,Cell_3,Sideways,Low,14075.89,1.1062,40.7589,40.7589,12160.71,21.6071,13.64,12160.71,200,11290.00,0,0.00,0,0.00,6762,2772.24,92.420750,96.370150,54.889425,50.158335,-0.090649,0.000000,-1.036445
2011-01-25,Cell_3,Sideways,Low,14261.61,1.3195,42.6161,42.6161,12178.48,21.7848,13.64,12178.48,200,11306.50,0,0.00,0,0.00,6762,2941.47,92.463750,96.173150,54.983488,50.248139,-0.116895,0.000000,-1.054308
2011-01-26,Cell_3,Sideways,Low,14381.16,0.8382,43.8116,43.8116,12242.57,22.4257,13.64,12242.57,200,11366.00,0,0.00,0,0.00,6762,3001.52,92.353250,95.930983,55.085988,50.338353,-0.123752,0.000000,-1.050031
2011-01-27,Cell_3,Sideways,Low,14221.36,-1.1112,42.2136,42.2136,12317.97,23.1797,13.64,12317.97,200,11436.00,0,0.00,0,0.00,6762,2771.72,92.235750,95.710317,55.213363,50.428067,-0.109777,0.000000,-1.051477
2011-01-28,Cell_3,Sideways,Low,13931.36,-2.0392,39.3136,39.3136,12005.60,20.0560,13.64,12005.60,200,11146.00,0,0.00,0,0.00,6762,2771.72,92.175750,95.505317,55.276863,50.506496,-0.203259,0.000000,-0.563608
2011-01-31,Cell_3,Sideways,Low,14185.75,1.8260,41.8575,41.8575,12063.77,20.6377,13.64,12063.77,200,11200.00,0,0.00,0,0.00,6762,2972.11,92.175750,95.505317,55.333613,50.582710,-0.258817,0.000000,-0.566577
2011-02-01,Cell_3,Sideways,Low,14380.61,1.3736,43.8061,43.8061,12289.96,22.8996,13.64,12289.96,200,11410.00,0,0.00,0,0.00,6762,2956.97,92.051750,95.292650,55.413112,50.664781,-0.231809,0.000000,-0.427022
2011-02-02,Cell_3,Sideways,Low,14370.77,-0.0685,43.7077,43.7077,12269.50,22.6950,13.64,12269.50,200,11391.00,0,0.00,0,0.00,6762,2966.12,91.994750,95.082983,55.490863,50.745889,-0.212024,0.000000,-0.531011
2011-02-03,Cell_3,Sideways,Low,14448.84,0.5433,44.4884,44.4884,12291.58,22.9158,13.64,12291.58,200,11411.50,0,0.00,0,0.00,6762,3023.70,91.822750,94.886517,55.570300,50.836728,-0.189649,0.000000,-0.540126
2011-02-04,Cell_3,Sideways,Low,14512.34,0.4395,45.1234,45.1234,12359.97,23.5997,13.64,12359.97,200,11475.00,0,0.00,0,0.00,6762,3023.70,91.608750,94.695517,55.652675,50.927121,-0.152812,0.000000,-0.566093
2011-02-07,Cell_3,Sideways,Low,14667.72,1.0706,46.6772,46.6772,12419.22,24.1922,13.64,12419.22,200,11530.00,0,0.00,0,0.00,6762,3124.08,91.608750,94.695517,55.740550,51.015621,-0.110531,0.000000,-0.568191
2011-02-08,Cell_3,Sideways,Low,14731.28,0.4333,47.3128,47.3128,12500.00,25.0000,13.64,12500.00,200,11605.00,0,0.00,0,0.00,6762,3112.64,91.325250,94.474367,55.828800,51.111228,-0.052769,0.000000,-0.564946
2011-02-09,Cell_3,Sideways,Low,14726.54,-0.0322,47.2654,47.2654,12479.53,24.7953,13.64,12479.53,200,11586.00,0,0.00,0,0.00,6762,3126.90,91.110250,94.262867,55.919550,51.198085,-0.015580,0.000000,-0.563994
2011-02-10,Cell_3,Sideways,Low,14804.08,0.5266,48.0408,48.0408,12499.14,24.9914,13.64,12499.14,200,11604.20,0,0.00,0,0.00,6762,3186.24,90.946750,94.054367,56.010200,51.283521,0.017123,0.000000,-0.567049
2011-02-11,Cell_1,BullStrong,Low,14756.53,-0.3212,47.5653,47.5653,12589.40,25.8940,0.26,12589.40,102,11688.00,0,0.00,0,0.00,18666,3186.24,90.826750,93.855867,56.117200,51.369235,0.071136,0.000000,-0.567567
2011-02-14,Cell_1,BullStrong,Low,14806.29,0.3372,48.0629,48.0629,12619.56,26.1956,0.26,12619.56,102,5975.16,0,0.00,0,0.00,18666,8830.87,90.826750,93.855867,56.217200,51.456092,0.112990,0.000000,-0.568048
2011-02-15,Cell_1,BullStrong,Low,14975.55,1.1432,49.7555,49.7555,12602.33,26.0233,0.26,12602.33,102,5967.00,0,0.00,0,0.00,18666,9008.29,90.705250,93.686200,56.316700,51.545021,0.128549,0.000000,-0.584145
2011-02-16,Cell_1,BullStrong,Low,15011.99,0.2433,50.1199,50.1199,12684.40,26.8440,0.26,12684.40,102,6005.86,0,0.00,0,0.00,18666,9005.86,90.570250,93.526367,56.424725,51.639099,0.159985,0.000000,-0.566360
2011-02-17,Cell_1,BullStrong,Low,14952.48,-0.3964,49.5248,49.5248,12679.88,26.7988,0.26,12679.88,102,6003.72,0,0.00,0,0.00,18666,8948.50,90.478250,93.364367,56.523975,51.732314,0.173378,0.000000,-0.663779
2011-02-18,Cell_1,BullStrong,Low,14939.22,-0.0887,49.3922,49.3922,12651.87,26.5187,0.26,12651.87,102,5990.46,0,0.00,0,0.00,18666,8948.50,90.331250,93.182200,56.620100,51.818456,0.164313,0.000000,-0.698690
2011-02-22,Cell_3,Sideways,Low,14295.91,-4.3062,42.9591,42.9591,12285.65,22.8565,46.33,12285.65,204,11634.12,0,0.00,0,0.00,6148,2615.46,90.331250,93.182200,56.677300,51.893885,0.025426,0.000000,-0.204753
2011-02-23,Cell_3,Sideways,Low,14241.66,-0.3795,42.4166,42.4166,12184.40,21.8440,46.33,12184.40,204,11538.24,0,0.00,0,0.00,6148,2657.09,90.297500,93.018533,56.722050,51.962614,-0.128084,0.000000,-0.244357
2011-02-24,Cell_3,Sideways,Low,14415.51,1.2207,44.1551,44.1551,12247.95,22.4795,46.33,12247.95,204,11598.42,0,0.00,0,0.00,6148,2770.76,90.281000,92.898867,56.776675,52.034221,-0.241814,0.000000,-0.224694
2011-02-25,Cell_3,Sideways,Low,14577.69,1.1250,45.7769,45.7769,12419.22,24.1922,46.33,12419.22,204,11760.60,0,0.00,0,0.00,6148,2770.76,90.355000,92.775367,56.848175,52.112006,-0.285484,0.000000,-0.137065
2011-02-28,Cell_3,Sideways,Low,14491.38,-0.5921,44.9138,44.9138,12445.07,24.4507,46.33,12445.07,204,11785.08,0,0.00,0,0.00,6148,2659.97,90.355000,92.775367,56.925925,52.188364,-0.317145,0.000000,-0.143253
2011-03-01,Cell_3,Sideways,Low,14341.05,-1.0374,43.4105,43.4105,12244.72,22.4472,46.33,12244.72,204,11595.36,0,0.00,0,0.00,6148,2699.36,90.397500,92.681867,56.985425,52.260989,-0.408124,0.000000,-0.353355
2011-03-02,Cell_3,Sideways,Low,14559.14,1.5208,45.5914,45.5914,12309.35,23.0935,46.33,12309.35,204,11656.56,0,0.00,0,0.00,6148,2856.26,90.323500,92.593533,57.031175,52.344846,-0.454985,0.000000,-0.343334
2011-03-03,Cell_3,Sideways,Low,14745.74,1.2816,47.4574,47.4574,12551.70,25.5170,46.33,12551.70,204,11886.06,0,0.00,0,0.00,6148,2813.35,90.275000,92.488200,57.106175,52.439310,-0.411819,0.000000,-0.316349
2011-03-04,Cell_3,Sideways,Low,14685.05,-0.4116,46.8505,46.8505,12487.61,24.8761,46.33,12487.61,204,11825.37,0,0.00,0,0.00,6148,2813.35,90.243500,92.396200,57.161863,52.533935,-0.387657,0.000000,-0.291199
2011-03-07,Cell_3,Sideways,Low,14444.79,-1.6361,44.4479,44.4479,12320.12,23.2012,46.33,12320.12,204,11666.76,0,0.00,0,0.00,6148,2731.70,90.243500,92.396200,57.193613,52.622435,-0.413711,0.000000,-0.174044
2011-03-08,Cell_3,Sideways,Low,14439.83,-0.0343,44.3983,44.3983,12369.67,23.6967,46.33,12369.67,204,11713.68,0,0.00,0,0.00,6148,2679.82,90.131500,92.294033,57.232363,52.708492,-0.408086,0.000000,-0.172010
2011-03-09,Cell_3,Sideways,Low,14227.39,-1.4712,42.2739,42.2739,12285.65,22.8565,46.33,12285.65,204,11634.12,0,0.00,0,0.00,6148,2546.94,90.136500,92.200900,57.256113,52.790492,-0.435105,0.000000,-0.151765
2011-03-10,Cell_3,Sideways,Low,14095.78,-0.9250,40.9578,40.9578,12093.93,20.9393,46.33,12093.93,204,11452.56,0,0.00,0,0.00,6148,2596.89,90.216750,92.141983,57.255612,52.871064,-0.524323,0.000000,-0.052526
2011-03-11,Cell_3,Sideways,Low,14167.18,0.5065,41.6718,41.6718,12169.32,21.6932,46.33,12169.32,204,11523.96,0,0.00,0,0.00,6148,2596.89,90.308250,92.067817,57.253988,52.953706,-0.576436,0.000000,-0.009363
2011-03-14,Cell_3,Sideways,Low,13993.49,-1.2260,39.9349,39.9349,12126.24,21.2624,46.33,12126.24,204,11483.16,0,0.00,0,0.00,6148,2464.00,90.308250,92.067817,57.246862,53.038064,-0.632815,0.000000,0.003018
2011-03-15,Cell_3,Sideways,Low,13644.89,-2.4912,36.4489,36.4489,11953.90,19.5390,46.33,11953.90,204,11319.96,0,0.00,0,0.00,6148,2278.60,90.511750,92.005983,57.209112,53.122635,-0.732522,0.000000,0.056516
2011-03-16,Cell_3,Sideways,Low,13440.38,-1.4988,34.4038,34.4038,11665.23,16.6523,46.33,11665.23,204,11046.60,0,0.00,0,0.00,6148,2347.45,90.784750,91.946483,57.133862,53.194635,-0.907128,0.000000,0.307121
2011-03-17,Cell_3,Sideways,Low,13529.25,0.6612,35.2925,35.2925,11772.94,17.7294,46.33,11772.94,204,11148.60,0,0.00,0,0.00,6148,2334.32,90.984250,91.904317,57.087362,53.273992,-1.000000,0.000000,0.411934
2011-03-18,Cell_3,Sideways,Low,13488.45,-0.3016,34.8845,34.8845,11729.86,17.2986,46.33,11729.86,204,11107.80,0,0.00,0,0.00,6148,2334.32,91.247750,91.821650,57.045862,53.348135,-1.000000,0.000000,0.378698
2011-03-21,Cell_3,Sideways,Low,13818.56,2.4474,38.1856,38.1856,11956.05,19.5605,46.33,11956.05,204,11322.00,0,0.00,0,0.00,6148,2450.24,91.247750,91.821650,57.041363,53.433064,-1.000000,0.000000,0.671578
2011-03-22,Cell_3,Sideways,Low,13837.81,0.1393,38.3781,38.3781,11933.43,19.3343,46.33,11933.43,204,11300.58,0,0.00,0,0.00,6148,2490.90,91.435750,91.777083,57.014987,53.518314,-1.000000,0.000000,0.700838
2011-03-23,Cell_3,Sideways,Low,14038.48,1.4502,40.3848,40.3848,12001.29,20.0129,46.33,12001.29,204,11364.84,0,0.00,0,0.00,6148,2627.31,91.594750,91.734750,56.994425,53.596528,-0.994746,0.000000,0.326181
2011-03-24,Cell_3,Sideways,Low,14255.17,1.5435,42.5517,42.5517,12214.56,22.1456,46.33,12214.56,204,11566.80,0,0.00,0,0.00,6148,2642.04,91.733250,91.693250,56.991175,53.678242,-0.858016,0.000000,0.500970
2011-03-25,Cell_3,Sideways,Low,14283.73,0.2003,42.8373,42.8373,12244.72,22.4472,46.33,12244.72,204,11595.36,0,0.00,0,0.00,6148,2642.04,91.853250,91.659917,56.982675,53.755599,-0.721680,0.000000,0.506393
2011-03-28,Cell_3,Sideways,Low,14250.91,-0.2298,42.5091,42.5091,12177.94,21.7794,46.33,12177.94,204,11532.12,0,0.00,0,0.00,6148,2672.46,91.853250,91.659917,57.002675,53.832956,-0.616437,0.000000,0.410600
2011-03-29,Cell_3,Sideways,Low,14401.21,1.0547,44.0121,44.0121,12296.42,22.9642,46.33,12296.42,204,11644.32,0,0.00,0,0.00,6148,2710.56,91.958250,91.632083,57.029675,53.910314,-0.480925,0.000000,0.490800
2011-03-30,Cell_3,Sideways,Low,14465.26,0.4448,44.6526,44.6526,12354.59,23.5459,46.33,12354.59,204,11699.40,0,0.00,0,0.00,6148,2719.53,92.016250,91.608750,57.037175,53.988314,-0.344665,0.000000,0.354227
2011-03-31,Cell_3,Sideways,Low,14494.38,0.2014,44.9438,44.9438,12371.82,23.7182,46.33,12371.82,204,11715.72,0,0.00,0,0.00,6148,2732.34,92.035750,91.591750,57.049050,54.065671,-0.232642,0.000000,0.356817
2011-04-01,Cell_3,Sideways,Low,14500.50,0.0422,45.0050,45.0050,12378.29,23.7829,46.33,12378.29,204,11721.84,0,0.00,0,0.00,6148,2732.34,92.031250,91.592667,57.059113,54.138599,-0.143270,0.000000,0.094176
2011-04-04,Cell_3,Sideways,Low,14409.23,-0.6295,44.0923,44.0923,12337.35,23.3735,46.33,12337.35,204,11683.08,0,0.00,0,0.00,6148,2679.82,92.031250,91.592667,57.056488,54.208742,-0.093337,0.000000,0.099253
2011-04-05,Cell_3,Sideways,Low,14394.00,-0.1057,43.9400,43.9400,12305.04,23.0504,46.33,12305.04,204,11652.48,0,0.00,0,0.00,6148,2695.19,92.008750,91.609000,57.043237,54.275671,-0.069021,1.000000,-0.023331
2011-04-06,Cell_3,Sideways,Low,14424.16,0.2096,44.2416,44.2416,12335.20,23.3520,46.33,12335.20,204,11681.04,0,0.00,0,0.00,6148,2696.80,91.988250,91.591833,57.024113,54.342242,-0.048167,0.000000,-0.021273
2011-04-07,Cell_3,Sideways,Low,14375.33,-0.3385,43.7533,43.7533,12326.58,23.2658,46.33,12326.58,204,11672.88,0,0.00,0,0.00,6148,2656.13,92.003250,91.543833,57.006363,54.408135,-0.042622,0.000000,-0.048970
2011-04-08,Cell_3,Sideways,Low,14320.25,-0.3832,43.2025,43.2025,12268.42,22.6842,46.33,12268.42,204,11617.80,0,0.00,0,0.00,6148,2656.13,91.956750,91.478667,56.979588,54.466136,-0.059869,0.000000,-0.242772
2011-04-11,Cell_3,Sideways,Low,14203.37,-0.8162,42.0337,42.0337,12227.49,22.2749,46.33,12227.49,204,11579.04,0,0.00,0,0.00,6148,2578.00,91.956750,91.478667,56.937588,54.522850,-0.090621,0.000000,-0.250360
2011-04-12,Cell_3,Sideways,Low,14185.29,-0.1273,41.8529,41.8529,12143.47,21.4347,46.33,12143.47,204,11499.48,0,0.00,0,0.00,6148,2639.48,92.019250,91.442167,56.882338,54.577707,-0.148493,0.000000,-0.209554
2011-04-13,Cell_3,Sideways,Low,14265.27,0.5639,42.6527,42.6527,12246.88,22.4688,46.33,12246.88,204,11597.40,0,0.00,0,0.00,6148,2621.54,92.066750,91.418333,56.841087,54.636136,-0.162996,0.000000,-0.352277
2011-04-14,Cell_3,Sideways,Low,14232.07,-0.2328,42.3207,42.3207,12225.33,22.2533,46.33,12225.33,204,11577.00,0,0.00,0,0.00,6148,2608.74,92.034500,91.415333,56.787813,54.686779,-0.179946,1.000000,-1.086195
2011-04-15,Cell_3,Sideways,Low,14211.67,-0.1433,42.1167,42.1167,12203.79,22.0379,46.33,12203.79,204,11556.60,0,0.00,0,0.00,6148,2608.74,92.090500,91.407167,56.732563,54.738636,-0.197722,1.000000,-1.128569
2011-04-18,Cell_3,Sideways,Low,14130.07,-0.5742,41.3007,41.3007,12117.62,21.1762,46.33,12117.62,204,11475.00,0,0.00,0,0.00,6148,2608.74,92.090500,91.407167,56.670563,54.787779,-0.236078,1.000000,-1.059771
2011-04-19,Cell_3,Sideways,Low,14370.54,1.7018,43.7054,43.7054,12193.02,21.9302,46.33,12193.02,204,11546.40,0,0.00,0,0.00,6148,2777.81,92.110500,91.410333,56.659813,54.839993,-0.239939,1.000000,-1.455849
2011-04-20,Cell_3,Sideways,Low,14699.48,2.2890,46.9948,46.9948,12467.69,24.6769,46.33,12467.69,204,11806.50,0,0.00,0,0.00,6148,2846.65,92.049000,91.386333,56.692687,54.902886,-0.150358,1.000000,-0.881651
2011-04-21,Cell_3,Sideways,Low,14794.34,0.6453,47.9434,47.9434,12567.86,25.6786,46.33,12567.86,204,11901.36,0,0.00,0,0.00,6148,2846.65,92.018500,91.371000,56.729813,54.969529,-0.039281,0.000000,-0.848190
2011-04-25,Cell_1,BullStrong,Low,14891.21,0.6548,48.9121,48.9121,12600.17,26.0017,0.12,12600.17,102,5965.98,0,0.00,0,0.00,18831,8925.10,92.018500,91.371000,56.750812,55.041029,0.069981,0.000000,-1.164548
2011-04-26,Cell_1,BullStrong,Low,15119.07,1.5302,51.1907,51.1907,12671.26,26.7126,0.12,12671.26,102,5999.64,0,0.00,0,0.00,18831,9119.31,92.038000,91.410833,56.777062,55.106457,0.187418,0.000000,-1.133194
2011-04-27,Cell_1,BullStrong,Low,15120.63,0.0103,51.2063,51.2063,12757.43,27.5743,0.12,12757.43,102,6040.44,0,0.00,0,0.00,18831,9080.06,92.021500,91.428000,56.836562,55.177814,0.305751,0.000000,-1.167262
2011-04-28,Cell_1,BullStrong,Low,15049.66,-0.4693,50.4966,50.4966,12738.04,27.3804,0.12,12738.04,102,6031.26,0,0.00,0,0.00,18831,9018.28,92.046500,91.448833,56.886312,55.247243,0.389699,0.000000,-1.226329
2011-04-29,Cell_1,BullStrong,Low,15044.56,-0.0339,50.4456,50.4456,12727.27,27.2727,0.12,12727.27,102,6026.16,0,0.00,0,0.00,18831,9018.28,92.121000,91.474833,56.906687,55.313886,0.449902,0.000000,-1.220760
2011-05-02,Cell_1,BullStrong,Low,14899.96,-0.9611,48.9996,48.9996,12703.58,27.0358,0.12,12703.58,102,6014.94,0,0.00,0,0.00,18831,8884.90,92.121000,91.474833,56.931750,55.379600,0.482378,0.000000,-1.196335
2011-05-03,Cell_1,BullStrong,Low,14822.37,-0.5208,48.2237,48.2237,12643.26,26.4326,0.12,12643.26,102,5986.38,0,0.00,0,0.00,18831,8835.86,92.221000,91.517500,56.969250,55.440886,0.475945,0.000000,-1.137928
2011-05-04,Cell_1,BullStrong,Low,14675.87,-0.9883,46.7587,46.7587,12623.87,26.2387,0.12,12623.87,102,5977.20,0,0.00,0,0.00,18831,8698.55,92.371000,91.553500,56.998750,55.498600,0.446508,0.000000,-1.148296
2011-05-05,Cell_1,BullStrong,Low,14730.51,0.3723,47.3051,47.3051,12554.93,25.5493,0.12,12554.93,102,5944.56,0,0.00,0,0.00,18831,8785.83,92.529500,91.614417,57.030000,55.554743,0.380563,0.000000,-1.099455
2011-05-06,Cell_1,BullStrong,Low,14749.89,0.1316,47.4989,47.4989,12595.86,25.9586,0.12,12595.86,102,5963.94,0,0.00,0,0.00,18831,8785.83,92.676500,91.664417,57.088250,55.604600,0.328326,0.000000,-1.092133
2011-05-09,Cell_1,BullStrong,Low,15086.19,2.2800,50.8619,50.8619,12643.26,26.4326,0.12,12643.26,102,5986.38,0,0.00,0,0.00,18831,9099.69,92.676500,91.664417,57.143250,55.657386,0.293361,0.000000,-1.084311
2011-05-10,Cell_1,BullStrong,Low,14931.23,-1.0271,49.3123,49.3123,12750.97,27.5097,0.12,12750.97,102,6037.38,0,0.00,0,0.00,18831,8893.73,92.781500,91.722583,57.215750,55.717171,0.295246,0.000000,-1.067435
2011-05-11,Cell_1,BullStrong,Low,15050.66,0.7998,50.5066,50.5066,12657.26,26.5726,0.12,12657.26,102,5993.01,0,0.00,0,0.00,18831,9057.52,92.927000,91.777750,57.297375,55.771207,0.263789,0.000000,-0.979332
2011-05-12,Cell_1,BullStrong,Low,14764.18,-1.9034,47.6418,47.6418,12733.74,27.3374,0.12,12733.74,102,6029.22,0,0.00,0,0.00,18831,8734.83,93.111500,91.807750,57.421375,55.827064,0.260784,0.000000,-1.071327
2011-05-13,Cell_1,BullStrong,Low,14692.78,-0.4836,46.9278,46.9278,12582.94,25.8294,0.12,12582.94,102,5957.82,0,0.00,0,0.00,18831,8734.83,93.347500,91.875250,57.515375,55.875421,0.207909,0.000000,-0.848235
2011-05-16,Cell_1,BullStrong,Low,14206.18,-3.3118,42.0618,42.0618,12365.14,23.6514,0.12,12365.14,102,5854.70,0,0.00,0,0.00,18831,8351.36,93.347500,91.875250,57.589100,55.914771,0.090932,0.000000,-0.388622
2011-05-17,Cell_3,Sideways,Low,14157.20,-0.3448,41.5720,41.5720,12399.83,23.9983,23.10,12399.83,195,11224.20,0,0.00,0,0.00,6402,2909.91,93.683000,91.961083,57.640600,55.954271,0.003580,0.000000,-0.382664
2011-05-18,Cell_3,Sideways,Low,14276.48,0.8425,42.7648,42.7648,12503.23,25.0323,23.10,12503.23,195,11317.80,0,0.00,0,0.00,6402,2935.59,93.902000,92.017583,57.706725,55.996057,-0.037344,0.000000,-0.395761
2011-05-19,Cell_3,Sideways,Low,14241.61,-0.2443,42.4161,42.4161,12539.85,25.3985,23.10,12539.85,195,11350.95,0,0.00,0,0.00,6402,2867.56,94.090500,92.097917,57.769225,56.038271,-0.060226,0.000000,-0.415337
2011-05-20,Cell_3,Sideways,Low,14154.84,-0.6093,41.5484,41.5484,12443.99,24.4399,23.10,12443.99,195,11264.18,0,0.00,0,0.00,6402,2867.56,94.285000,92.178750,57.795850,56.078164,-0.112755,0.000000,-0.983257
2011-05-23,Cell_3,Sideways,Low,13816.00,-2.3938,38.1600,38.1600,12261.96,22.6196,23.10,12261.96,195,11099.40,0,0.00,0,0.00,6402,2693.51,94.285000,92.178750,57.797850,56.111736,-0.216084,0.000000,-0.784570
2011-05-24,Cell_3,Sideways,Low,13775.43,-0.2937,37.7543,37.7543,12186.56,21.8656,23.10,12186.56,195,11031.15,0,0.00,0,0.00,6402,2721.18,94.458500,92.285750,57.798850,56.138807,-0.325489,0.000000,-0.765634
2011-05-25,Cell_3,Sideways,Low,13871.01,0.6939,38.7101,38.7101,12233.95,22.3395,23.10,12233.95,195,11074.05,0,0.00,0,0.00,6402,2773.86,94.579000,92.400417,57.791600,56.165736,-0.394515,0.000000,-0.790563
2011-05-26,Cell_3,Sideways,Low,13976.57,0.7610,39.7657,39.7657,12309.67,23.0967,23.10,12309.67,195,11142.59,0,0.00,0,0.00,6402,2810.88,94.770500,92.534750,57.786388,56.190532,-0.419563,0.000000,-0.797618
2011-05-27,Cell_3,Sideways,Low,14032.83,0.4025,40.3283,40.3283,12371.82,23.7182,23.10,12371.82,195,11198.85,0,0.00,0,0.00,6402,2810.88,94.964000,92.655583,57.786388,56.217389,-0.408102,0.000000,-0.724791
2011-05-31,Cell_3,Sideways,Low,14161.49,0.9169,41.6149,41.6149,12572.17,25.7217,23.10,12572.17,195,11380.20,0,0.00,0,0.00,6402,2758.19,94.964000,92.655583,57.808887,56.250407,-0.324533,0.000000,-0.305403
2011-06-01,Cell_3,Sideways,Low,13928.85,-1.6428,39.2885,39.2885,12298.58,22.9858,23.10,12298.58,195,11132.55,0,0.00,0,0.00,6402,2773.20,95.153500,92.813083,57.804388,56.276407,-0.342293,0.000000,0.251221
2011-06-02,Cell_3,Sideways,Low,13829.21,-0.7154,38.2921,38.2921,12324.43,23.2443,23.10,12324.43,195,11155.95,0,0.00,0,0.00,6402,2650.16,95.298000,92.918417,57.806638,56.301371,-0.346093,0.000000,0.258116
2011-06-03,Cell_3,Sideways,Low,13661.51,-1.2127,36.6151,36.6151,12139.16,21.3916,23.10,12139.16,195,10988.25,0,0.00,0,0.00,6402,2650.16,95.434500,93.025250,57.783888,56.322550,-0.404082,0.000000,0.477661
2011-06-06,Cell_3,Sideways,Low,13490.45,-1.2521,34.9045,34.9045,12040.07,20.4007,23.10,12040.07,195,10898.55,0,0.00,0,0.00,6402,2568.80,95.434500,93.025250,57.750638,56.346693,-0.476365,0.000000,0.512981
2011-06-07,Cell_3,Sideways,Low,13416.93,-0.5449,34.1693,34.1693,12018.53,20.1853,23.10,12018.53,195,10879.05,0,0.00,0,0.00,6402,2514.79,95.542000,93.132083,57.721638,56.371514,-0.538655,0.000000,0.480755
2011-06-08,Cell_3,Sideways,Low,13351.60,-0.4869,33.5160,33.5160,11932.36,19.3236,23.10,11932.36,195,10801.05,0,0.00,0,0.00,6402,2527.46,95.673000,93.249083,57.687387,56.399657,-0.617233,0.000000,0.461995
2011-06-09,Cell_3,Sideways,Low,13424.14,0.5433,34.2414,34.2414,11952.82,19.5282,23.10,11952.82,195,10819.58,0,0.00,0,0.00,6402,2581.47,95.763500,93.364250,57.665263,56.427407,-0.674893,0.000000,0.338370
2011-06-10,Cell_3,Sideways,Low,13259.37,-1.2275,32.5937,32.5937,11770.79,17.7079,23.10,11770.79,195,10654.80,0,0.00,0,0.00,6402,2581.47,95.846000,93.463917,57.610012,56.443193,-0.778650,0.000000,0.490780
2011-06-13,Cell_3,Sideways,Low,13296.05,0.2766,32.9605,32.9605,11770.79,17.7079,23.10,11770.79,195,10654.80,0,0.00,0,0.00,6402,2618.15,95.846000,93.463917,57.557263,56.458693,-0.855014,0.000000,0.402469
2011-06-14,Cell_3,Sideways,Low,13385.20,0.6705,33.8520,33.8520,11921.59,19.2159,23.10,11921.59,195,10791.30,0,0.00,0,0.00,6402,2570.80,95.852000,93.521417,57.524512,56.476050,-0.859393,0.000000,0.607622
2011-06-15,Cell_3,Sideways,Low,13173.78,-1.5795,31.7378,31.7378,11695.39,16.9539,23.10,11695.39,195,10586.55,0,0.00,0,0.00,6402,2564.14,95.983500,93.598750,57.475513,56.491907,-0.914093,0.000000,0.671461
2011-06-16,Cell_3,Sideways,Low,13137.50,-0.2754,31.3750,31.3750,11650.15,16.5015,23.10,11650.15,195,10545.60,0,0.00,0,0.00,6402,2568.80,96.110000,93.681917,57.412513,56.498764,-0.953986,0.000000,0.638348
2011-06-17,Cell_3,Sideways,Low,13080.95,-0.4304,30.8095,30.8095,11587.68,15.8768,23.10,11587.68,195,10489.05,0,0.00,0,0.00,6402,2568.80,96.243500,93.781083,57.310388,56.506050,-0.987350,0.000000,0.500286
2011-06-20,Cell_3,Sideways,Low,13208.90,0.9782,32.0890,32.0890,11648.00,16.4800,23.10,11648.00,195,10543.65,0,0.00,0,0.00,6402,2642.16,96.243500,93.781083,57.203637,56.515621,-0.979006,0.000000,0.550758
